,1rd_red, 1rd_r, 1rd_rg, 1rd_most_red, 1rd_least_red, 1rd_most_yellow, 1rd_size, 2nd_red, 2rd_r, 2rd_rg, 2rd_most_red, 2rd_least_red, 2rd_most_yellow, 2nd_size, 3rd_red, 3rd_r, 3rd_rg, 3rd_most_red, 3rd_least_red, 3rd_most_yellow, 3rd_size, 4th_red, 4rd_r, 4rd_rg, 4rd_most_red, 4rd_least_red, 4rd_most_yellow, 4th_size, 5th_red, 5rd_r, 5rd_rg, 5rd_most_red, 5rd_least_red, 5rd_most_yellow, 5th_size, 6th_red, 6rd_r, 6rd_rg, 6rd_most_red, 6rd_least_red, 6rd_most_yellow, 6th_size, height/area
73,148.75,18.04,175.06,137.0,-187.0,399.0,12012,152.25,-8.87,189.57,143.0,-236.0,360.0,11950,134.63,38.74,135.94,147.0,-251.0,352.0,11940,174.43,5.67,227.79,146.0,-252.0,389.0,11725,180.7,-43.58,263.38,53.0,-224.0,405.0,11790,160.18,9.68,193.0,116.0,-186.0,353.0,11212,0.9333999333999334
74,122.42,26.5,119.38,132.0,-249.0,311.0,10441,145.27,23.25,162.87,152.0,-175.0,363.0,9958,124.14,51.3,110.02,118.0,-147.0,276.0,9931,142.35,57.59,137.03,137.0,-126.0,316.0,10400,146.55,67.08,153.84,161.0,-186.0,336.0,10433,137.02,65.7,125.7,145.0,-235.0,311.0,10401,0.996168949334355
75,175.99,-61.62,271.4,98.0,-250.0,374.0,9825,168.83,-41.16,239.36,84.0,-238.0,376.0,9338,178.81,-30.19,253.63,83.0,-246.0,375.0,9536,178.44,-64.19,277.29,85.0,-208.0,367.0,9200,177.61,-70.48,284.32,26.0,-187.0,381.0,9478,181.95,-47.01,257.87,60.0,-233.0,376.0,9566,0.9736386768447836
76,174.99,-37.65,261.29,99.0,-243.0,395.0,14465,174.38,-48.02,260.74,98.0,-219.0,393.0,14104,178.73,27.51,232.39,151.0,-247.0,376.0,13724,186.54,9.76,252.56,136.0,-224.0,385.0,13515,187.17,-43.4,272.74,72.0,-221.0,378.0,13836,187.8,19.03,236.37,142.0,-189.0,399.0,14275,0.9868648461804356
77,178.92,-69.65,278.95,68.0,-248.0,372.0,10101,177.15,-50.8,251.72,110.0,-234.0,361.0,10300,191.35,-14.69,254.37,137.0,-199.0,355.0,10152,183.22,-77.25,284.77,77.0,-248.0,365.0,9912,179.29,-28.23,257.21,121.0,-228.0,375.0,9683,174.4,-34.42,247.3,107.0,-226.0,375.0,9632,0.9535689535689535
78,174.27,-63.34,268.38,113.0,-214.0,367.0,11547,169.3,-63.28,254.6,57.0,-220.0,360.0,11074,181.39,7.1,241.22,145.0,-202.0,370.0,10725,173.94,-55.37,269.73,65.0,-219.0,376.0,10515,179.41,-76.46,283.56,16.0,-247.0,366.0,10634,176.39,-58.62,269.52,85.0,-250.0,390.0,10561,0.91460985537369
79,179.39,-80.71,286.17,22.0,-206.0,388.0,8266,168.7,-18.5,231.0,124.0,-249.0,374.0,7986,180.77,-26.29,252.05,129.0,-249.0,365.0,8245,174.49,-71.37,277.93,72.0,-246.0,378.0,7809,172.36,-64.2,274.98,36.0,-214.0,373.0,7782,171.67,-47.6,252.24,97.0,-203.0,370.0,7691,0.9304379385434308
80,151.22,-1.05,199.53,131.0,-246.0,362.0,7587,159.21,-50.01,239.33,70.0,-245.0,362.0,7330,139.93,31.76,160.62,128.0,-196.0,317.0,7442,156.71,-31.64,235.84,77.0,-247.0,371.0,7078,170.24,-60.9,278.42,54.0,-242.0,375.0,7155,157.66,-6.36,219.08,123.0,-245.0,382.0,6914,0.911295637274285
81,170.59,-15.31,234.49,128.0,-248.0,373.0,8804,167.69,-19.57,224.81,137.0,-235.0,373.0,8683,141.88,57.75,148.73,145.0,-241.0,298.0,8183,170.86,5.74,226.18,160.0,-253.0,386.0,8220,188.07,-60.75,281.99,62.0,-215.0,378.0,8123,173.23,1.33,230.35,126.0,-170.0,391.0,8446,0.9593366651522036
82,176.88,-66.89,275.91,105.0,-247.0,374.0,9609,159.95,-17.64,210.92,138.0,-246.0,362.0,9512,146.36,42.84,169.58,148.0,-250.0,286.0,9329,174.73,-64.3,277.94,78.0,-246.0,374.0,9477,172.55,-39.87,255.59,106.0,-246.0,377.0,9329,149.13,39.65,174.41,152.0,-244.0,357.0,9428,0.9811634925590592
83,165.7,-61.42,259.62,70.0,-239.0,377.0,6619,164.41,-70.79,246.23,72.0,-248.0,361.0,6490,150.49,-25.69,221.31,65.0,-239.0,397.0,6209,180.24,-65.39,267.53,89.0,-210.0,374.0,6285,170.11,-77.4,269.22,40.0,-213.0,368.0,6258,155.92,-55.7,249.78,61.0,-247.0,367.0,6288,0.94999244598882
84,177.7,-56.59,273.91,85.0,-239.0,372.0,10337,164.19,-9.21,220.37,121.0,-246.0,361.0,10074,166.79,3.44,223.28,129.0,-235.0,378.0,9705,172.78,5.6,235.5,141.0,-247.0,375.0,10007,182.31,-56.42,280.56,78.0,-198.0,387.0,9757,177.11,-40.56,257.82,96.0,-232.0,380.0,10267,0.9932282093450712
85,171.14,-58.2,268.54,61.0,-217.0,385.0,11208,160.77,-52.32,247.9,104.0,-248.0,365.0,10681,165.08,0.83,227.71,136.0,-248.0,390.0,10582,173.07,-42.37,261.05,76.0,-247.0,384.0,10502,176.34,-75.05,290.59,16.0,-174.0,377.0,10331,174.18,-38.88,253.3,105.0,-213.0,375.0,10842,0.9673447537473232
86,162.33,-65.73,258.79,38.0,-247.0,368.0,9011,154.89,-44.28,234.94,83.0,-246.0,376.0,8795,165.42,-1.88,221.1,114.0,-201.0,342.0,8695,164.7,-50.29,254.49,67.0,-214.0,369.0,8301,166.12,-68.33,269.99,23.0,-245.0,365.0,8276,165.55,-40.28,243.44,91.0,-234.0,376.0,8623,0.9569415159249806
87,174.9,-46.46,261.28,103.0,-235.0,384.0,9117,169.6,-43.94,247.34,111.0,-220.0,372.0,9266,167.68,18.14,212.42,147.0,-192.0,378.0,9075,175.83,-58.83,275.29,104.0,-243.0,376.0,8522,180.06,-51.4,272.36,107.0,-247.0,380.0,9390,179.9,-16.21,242.61,115.0,-246.0,368.0,8955,0.9822309970384996
88,171.3,-89.51,269.57,29.0,-211.0,360.0,6965,162.33,-72.48,254.26,57.0,-247.0,349.0,6864,169.31,-44.84,244.72,67.0,-244.0,368.0,6894,169.42,-80.11,272.77,53.0,-216.0,361.0,6771,170.61,-77.14,266.38,21.0,-244.0,365.0,6483,174.84,-73.37,264.57,57.0,-242.0,364.0,6647,0.954343144292893
89,165.15,-47.35,245.37,86.0,-235.0,371.0,10742,168.97,-13.86,221.28,124.0,-247.0,363.0,9971,173.46,14.46,220.16,136.0,-250.0,345.0,10039,184.95,-20.25,250.05,116.0,-236.0,374.0,10230,177.83,-52.66,266.7,94.0,-250.0,366.0,10274,166.66,-0.48,225.0,152.0,-243.0,387.0,10119,0.9420033513312231
90,164.78,26.04,192.8,150.0,-242.0,372.0,13482,174.49,10.83,226.25,126.0,-243.0,365.0,12758,153.93,59.66,161.22,149.0,-175.0,359.0,13072,167.97,68.29,185.45,155.0,-192.0,331.0,12414,192.36,24.35,249.29,132.0,-245.0,349.0,12940,161.86,71.72,161.98,177.0,-236.0,332.0,12958,0.9611333630025218
91,154.73,-54.16,239.16,40.0,-249.0,374.0,6481,141.83,-1.48,176.88,103.0,-250.0,321.0,6471,136.82,5.53,184.35,118.0,-194.0,358.0,6134,148.53,-20.56,219.58,87.0,-245.0,404.0,6276,164.47,-52.99,263.69,62.0,-223.0,377.0,6061,152.33,-14.29,215.89,91.0,-204.0,368.0,6456,0.9961425705909582
92,180.76,-56.24,263.68,135.0,-246.0,369.0,9558,165.96,-31.28,225.5,133.0,-246.0,362.0,9360,144.22,72.15,151.29,163.0,-244.0,251.0,9018,174.53,-36.5,242.66,108.0,-245.0,354.0,9568,191.37,-79.9,283.36,50.0,-250.0,362.0,9148,169.4,-3.05,224.59,165.0,-242.0,370.0,9340,0.9771918811466834
93,177.23,-29.33,256.41,106.0,-249.0,385.0,10875,164.53,1.08,203.82,168.0,-243.0,376.0,10578,149.58,62.57,153.17,156.0,-199.0,310.0,10437,188.97,-11.61,250.99,150.0,-201.0,385.0,10510,188.15,-44.98,270.52,110.0,-246.0,378.0,10686,156.22,46.41,164.49,150.0,-223.0,312.0,10485,0.9641379310344828
94,167.76,-29.72,225.42,110.0,-242.0,367.0,8699,145.28,15.01,178.39,157.0,-220.0,358.0,8513,130.67,44.29,140.03,118.0,-207.0,286.0,8159,172.24,-3.22,220.16,121.0,-196.0,351.0,7991,180.41,-30.05,243.85,105.0,-220.0,351.0,8152,137.45,54.78,150.6,160.0,-183.0,346.0,8035,0.923669387285895
95,166.62,-45.04,247.32,86.0,-214.0,376.0,9437,150.24,17.34,178.82,148.0,-247.0,318.0,9154,157.32,27.82,194.22,137.0,-197.0,367.0,8743,164.71,-33.98,250.62,100.0,-246.0,395.0,9237,162.46,-55.01,253.49,65.0,-251.0,376.0,8772,162.17,-6.21,222.91,126.0,-232.0,408.0,9535,1.0103846561407226
96,184.62,-30.52,260.84,95.0,-224.0,375.0,14192,172.87,-11.49,229.35,149.0,-250.0,356.0,13266,147.69,56.16,155.72,154.0,-171.0,399.0,13956,188.5,12.21,238.49,138.0,-246.0,358.0,13688,196.55,-37.9,275.32,82.0,-243.0,369.0,13653,173.18,26.55,212.41,152.0,-193.0,361.0,14121,0.9949971815107104
97,170.59,1.96,236.24,150.0,-252.0,386.0,7742,141.17,44.48,160.02,159.0,-251.0,323.0,7811,123.8,72.22,110.8,157.0,-224.0,255.0,7166,172.32,-1.29,239.05,153.0,-250.0,381.0,7232,185.34,-5.05,272.55,128.0,-248.0,400.0,6982,129.88,73.18,123.56,151.0,-243.0,311.0,7445,0.961637819684836
98,177.85,-54.29,285.77,86.0,-250.0,388.0,9169,165.98,-53.78,251.52,107.0,-248.0,370.0,9007,178.83,42.74,214.1,167.0,-248.0,367.0,9533,176.72,-64.37,273.49,117.0,-246.0,367.0,8947,178.76,-79.57,275.21,66.0,-235.0,386.0,9217,175.21,23.82,221.32,151.0,-250.0,377.0,9193,1.0026175155414985
99,184.51,20.14,225.3,113.0,-246.0,390.0,14863,172.17,28.06,176.24,115.0,-249.0,335.0,13998,143.67,24.03,128.23,120.0,-253.0,276.0,14600,144.78,30.71,139.61,118.0,-252.0,330.0,14765,197.95,31.25,239.77,127.0,-205.0,405.0,14570,183.75,49.43,200.51,127.0,-252.0,360.0,14753,0.9925990715198816
100,167.17,-34.49,225.45,105.0,-215.0,365.0,8361,139.25,13.45,143.29,125.0,-254.0,340.0,8321,132.69,17.79,143.39,87.0,-251.0,315.0,8020,172.26,5.2,209.98,118.0,-255.0,356.0,7988,181.95,-26.29,235.85,85.0,-251.0,358.0,8281,155.47,15.42,177.84,110.0,-214.0,364.0,8038,0.9613682573854802
101,179.36,-16.46,227.9,110.0,-255.0,352.0,8515,178.16,0.43,217.57,132.0,-215.0,357.0,8424,141.04,39.1,139.98,123.0,-255.0,348.0,8345,174.3,34.69,201.63,131.0,-251.0,341.0,8159,202.64,-58.24,272.3,92.0,-251.0,360.0,8260,182.44,-4.37,224.55,106.0,-252.0,357.0,8445,0.991779213153259
102,165.73,-4.97,198.63,116.0,-252.0,379.0,8938,170.75,-34.76,206.74,104.0,-248.0,345.0,8549,145.07,33.37,145.25,118.0,-217.0,272.0,8497,154.36,19.13,173.01,108.0,-253.0,346.0,8660,188.48,-25.58,238.84,95.0,-253.0,341.0,8323,176.36,15.29,205.27,109.0,-256.0,343.0,9011,1.0081673752517342
103,171.08,-4.19,202.71,80.0,-255.0,356.0,9426,155.75,22.85,160.97,128.0,-258.0,322.0,9260,158.06,39.13,159.25,125.0,-252.0,299.0,9050,182.46,-10.92,226.92,108.0,-255.0,350.0,9047,173.07,-4.51,209.93,78.0,-179.0,360.0,8945,151.72,33.56,155.6,110.0,-238.0,314.0,8938,0.9482283046891576
104,170.61,-12.41,207.21,119.0,-255.0,355.0,13004,178.32,-61.17,253.13,78.0,-251.0,368.0,12595,163.88,35.64,168.18,119.0,-255.0,264.0,12814,176.56,29.32,183.38,123.0,-255.0,298.0,12755,184.1,2.57,216.31,127.0,-254.0,373.0,12534,184.12,-33.17,246.93,116.0,-254.0,380.0,12913,0.9930021531836358
105,170.01,-17.16,227.02,91.0,-198.0,387.0,9800,183.34,-4.61,235.37,118.0,-252.0,356.0,9733,164.18,33.75,168.65,123.0,-251.0,292.0,9212,184.38,-10.86,245.56,111.0,-251.0,384.0,9201,184.51,11.48,229.08,104.0,-140.0,378.0,9015,166.21,29.22,188.78,116.0,-251.0,361.0,9040,0.9224489795918368
106,173.04,-43.34,244.2,86.0,-234.0,371.0,8246,170.47,-13.63,218.31,118.0,-251.0,353.0,8125,150.83,40.01,162.31,132.0,-255.0,295.0,7880,187.7,-31.59,262.51,123.0,-255.0,377.0,8062,196.52,-84.43,300.47,20.0,-256.0,386.0,7964,163.29,-29.66,228.52,89.0,-177.0,384.0,7890,0.95682755275285
107,189.94,-72.05,268.95,53.0,-241.0,368.0,10047,178.4,-40.09,237.21,95.0,-252.0,354.0,9836,178.54,20.45,215.69,128.0,-256.0,395.0,9623,188.39,-51.55,266.13,99.0,-242.0,369.0,9771,195.3,-70.88,280.04,49.0,-255.0,366.0,10010,194.62,-68.37,272.11,81.0,-255.0,372.0,9676,0.9630735542948144
108,183.47,-40.88,248.86,86.0,-228.0,370.0,12401,157.61,33.85,156.95,136.0,-260.0,331.0,12122,169.39,31.84,177.14,121.0,-255.0,308.0,11826,185.95,4.32,219.7,123.0,-235.0,352.0,11284,189.79,-44.68,257.18,74.0,-240.0,388.0,11446,173.67,8.36,208.8,133.0,-254.0,362.0,11831,0.9540359648415452
109,166.52,-56.58,240.42,67.0,-251.0,366.0,10305,159.17,-25.57,193.61,94.0,-252.0,359.0,9966,133.68,9.33,140.29,81.0,-194.0,286.0,9808,149.73,-14.77,192.97,70.0,-251.0,372.0,9637,178.82,-83.63,258.25,47.0,-242.0,358.0,9837,190.23,-99.07,269.55,29.0,-251.0,371.0,9835,0.9543910722950024
110,172.07,15.45,203.77,118.0,-241.0,354.0,7983,119.92,10.5,125.86,100.0,-239.0,310.0,7925,123.44,37.06,109.78,120.0,-138.0,239.0,7445,141.11,27.58,141.82,112.0,-255.0,285.0,7725,164.07,0.81,207.19,84.0,-251.0,365.0,7556,155.61,36.99,168.45,109.0,-246.0,331.0,7607,0.9528999123136666
111,157.44,11.4,181.96,126.0,-251.0,313.0,5720,161.9,-42.65,235.25,78.0,-250.0,386.0,5664,148.96,38.6,150.14,97.0,-249.0,318.0,5802,159.26,30.77,175.03,105.0,-251.0,333.0,5355,170.72,-16.71,224.39,105.0,-199.0,384.0,5815,169.44,9.4,207.68,85.0,-237.0,339.0,5463,0.95506993006993
112,171.28,5.95,188.57,116.0,-241.0,377.0,9786,167.15,6.98,185.94,116.0,-248.0,326.0,9517,143.38,27.06,132.18,131.0,-175.0,306.0,9079,180.03,-25.95,222.73,132.0,-242.0,362.0,9252,190.07,-53.59,255.43,85.0,-251.0,368.0,9306,167.33,13.8,192.9,107.0,-196.0,372.0,8946,0.9141630901287554
113,184.33,17.37,229.57,109.0,-251.0,348.0,11356,121.45,27.14,108.18,107.0,-226.0,295.0,10842,128.51,22.76,120.92,118.0,-239.0,287.0,10513,145.99,44.32,143.42,132.0,-254.0,295.0,10214,185.91,48.98,208.8,124.0,-156.0,333.0,10665,185.91,48.98,208.8,124.0,-156.0,333.0,10665,0.9391511095456146
114,177.78,-36.41,240.81,110.0,-221.0,355.0,11418,175.16,-13.69,205.23,97.0,-241.0,323.0,11311,154.63,35.57,141.07,121.0,-254.0,272.0,11319,173.76,29.4,178.18,132.0,-195.0,354.0,11356,197.77,-42.57,261.11,96.0,-250.0,376.0,11096,191.45,-48.26,266.24,40.0,-245.0,368.0,11342,0.9933438430548256
115,164.5,-17.24,205.9,106.0,-253.0,360.0,12678,176.45,-67.12,255.38,101.0,-247.0,347.0,12053,165.95,40.48,180.5,130.0,-251.0,319.0,12824,172.17,-39.65,228.85,128.0,-251.0,350.0,12064,185.69,-53.95,254.97,84.0,-247.0,353.0,12519,173.9,-15.19,220.99,100.0,-251.0,351.0,12414,0.9791765262659724
116,178.33,-68.66,263.56,83.0,-242.0,363.0,12569,164.82,-8.52,196.18,112.0,-252.0,330.0,12386,170.24,0.33,203.45,102.0,-204.0,333.0,12188,172.84,-1.15,202.61,89.0,-225.0,343.0,12081,177.98,-42.46,234.3,95.0,-249.0,354.0,12157,193.18,-92.18,275.98,45.0,-251.0,373.0,12086,0.9615721218871828
117,170.78,23.79,198.83,121.0,-251.0,381.0,14207,152.77,26.35,167.11,136.0,-248.0,335.0,13325,116.54,15.75,105.81,103.0,-253.0,276.0,14160,125.55,22.89,117.45,104.0,-223.0,323.0,13860,176.47,48.24,179.2,124.0,-140.0,316.0,14108,178.52,56.99,192.47,145.0,-237.0,327.0,14163,0.9969029351728022
118,174.32,-67.23,263.09,64.0,-241.0,361.0,13105,151.16,18.19,155.85,117.0,-254.0,306.0,12866,162.45,11.02,188.96,111.0,-250.0,355.0,12863,173.06,18.1,199.82,123.0,-252.0,370.0,13088,177.29,0.27,215.41,123.0,-251.0,359.0,13327,175.65,-5.38,217.2,117.0,-237.0,350.0,13323,1.0166348721861884
119,179.58,-5.24,223.4,140.0,-250.0,345.0,12371,167.23,-20.49,209.71,99.0,-225.0,352.0,12332,161.56,18.1,170.08,120.0,-242.0,358.0,11882,155.62,34.73,170.93,120.0,-190.0,349.0,11624,170.5,51.78,166.82,134.0,-244.0,323.0,12298,184.19,25.09,212.09,135.0,-236.0,362.0,12213,0.9872281949721122
120,184.67,-13.4,235.9,109.0,-255.0,362.0,9203,177.61,-35.72,230.02,122.0,-249.0,347.0,8886,147.4,30.71,142.13,125.0,-240.0,314.0,8661,163.48,20.15,171.97,101.0,-243.0,375.0,8776,186.69,-31.73,240.57,101.0,-243.0,371.0,8767,196.67,-37.12,263.48,93.0,-243.0,363.0,8731,0.9487123763990004
121,185.86,-33.67,247.51,120.0,-245.0,367.0,8825,168.64,11.99,182.97,128.0,-248.0,329.0,8617,157.86,48.69,154.63,126.0,-253.0,286.0,8378,168.62,40.31,182.35,134.0,-250.0,334.0,8595,189.55,-57.48,252.76,116.0,-247.0,367.0,8364,188.17,-45.34,252.84,92.0,-241.0,368.0,8560,0.969971671388102
122,179.42,-23.09,237.99,132.0,-247.0,373.0,11350,169.31,-2.32,200.02,110.0,-245.0,351.0,11115,161.32,31.97,171.17,134.0,-250.0,326.0,11224,172.74,13.33,196.93,118.0,-249.0,367.0,11442,194.42,-45.31,261.87,66.0,-237.0,362.0,10970,174.81,29.6,195.02,132.0,-249.0,337.0,11425,1.0066079295154184
123,189.55,-56.78,270.08,97.0,-242.0,371.0,9522,179.08,18.05,212.49,143.0,-246.0,354.0,9377,163.82,30.1,173.84,137.0,-248.0,379.0,9303,187.95,-13.77,235.63,165.0,-224.0,371.0,9288,199.74,-37.51,261.93,84.0,-242.0,363.0,9376,191.4,44.2,203.7,157.0,-251.0,358.0,9198,0.9659735349716446
124,172.25,10.6,199.24,126.0,-186.0,359.0,10436,172.94,-28.0,226.7,101.0,-237.0,387.0,10194,146.8,28.25,154.55,107.0,-217.0,345.0,9825,173.38,16.76,185.82,121.0,-247.0,349.0,10070,191.24,-42.73,253.05,108.0,-242.0,368.0,9758,180.39,17.63,213.01,117.0,-207.0,339.0,10120,0.9697201993100804
125,178.53,27.96,198.5,138.0,-247.0,364.0,14271,181.67,-71.41,267.69,75.0,-250.0,378.0,13389,180.6,30.04,203.32,146.0,-248.0,380.0,14029,179.88,1.34,223.62,128.0,-239.0,392.0,13430,180.83,-7.2,225.2,126.0,-239.0,359.0,13199,185.86,-7.51,229.97,122.0,-247.0,357.0,13560,0.950178684044566
126,184.1,-63.36,272.56,97.0,-247.0,393.0,9732,153.98,7.22,165.18,131.0,-243.0,315.0,9544,156.8,25.94,178.28,126.0,-244.0,324.0,9395,159.13,10.47,183.09,110.0,-224.0,360.0,9048,181.35,-47.52,239.94,108.0,-241.0,369.0,9064,184.63,-41.51,247.61,89.0,-235.0,365.0,9542,0.9804767776407728
127,177.49,10.59,211.55,135.0,-254.0,364.0,10399,153.59,25.38,156.74,130.0,-249.0,323.0,9931,141.68,47.21,138.77,118.0,-254.0,296.0,9674,162.2,53.35,166.23,144.0,-255.0,288.0,10360,187.29,24.26,224.98,124.0,-254.0,344.0,10115,188.91,19.37,225.19,116.0,-254.0,387.0,9977,0.9594191749206654
128,164.39,-76.4,252.64,41.0,-255.0,356.0,11004,173.35,-57.82,229.46,50.0,-250.0,339.0,10514,165.98,-17.45,212.59,84.0,-214.0,348.0,9814,170.73,-36.94,226.4,62.0,-223.0,337.0,9910,156.05,-74.0,235.82,50.0,-254.0,350.0,11157,177.68,-94.49,281.37,1.0,-254.0,357.0,10046,0.9129407488186114
129,188.94,-51.34,266.3,105.0,-243.0,376.0,10142,165.95,25.4,177.56,133.0,-258.0,312.0,9477,164.22,45.83,165.71,146.0,-255.0,317.0,9449,184.19,17.67,211.67,118.0,-188.0,348.0,9658,193.26,-46.75,248.67,106.0,-249.0,375.0,9869,181.84,24.24,210.86,132.0,-242.0,364.0,9752,0.9615460461447446
130,180.96,-68.62,268.14,119.0,-254.0,370.0,9683,174.47,-72.64,260.4,79.0,-253.0,369.0,9539,159.56,22.81,185.43,130.0,-255.0,385.0,9253,172.59,5.02,204.2,126.0,-255.0,353.0,9488,188.75,-95.8,298.48,34.0,-254.0,360.0,9354,189.81,-66.95,276.21,54.0,-251.0,375.0,9399,0.9706702468243312
131,190.69,-43.66,253.0,127.0,-254.0,356.0,8621,168.83,30.26,194.48,130.0,-208.0,359.0,8794,166.6,48.51,171.87,137.0,-254.0,324.0,8298,168.73,48.96,177.38,133.0,-185.0,293.0,8285,190.04,-16.58,238.64,123.0,-249.0,348.0,8072,191.86,-34.42,249.84,96.0,-241.0,378.0,8313,0.9642732861616982
132,197.8,-4.58,271.16,90.0,-249.0,381.0,14238,161.26,30.91,194.37,160.0,-254.0,338.0,13506,156.13,52.56,157.02,132.0,-217.0,313.0,13692,155.25,54.4,166.94,155.0,-255.0,357.0,13587,191.24,23.5,246.26,141.0,-205.0,387.0,13583,193.62,27.86,254.26,124.0,-211.0,375.0,13743,0.9652338811630848
133,180.49,22.57,213.61,143.0,-253.0,368.0,12059,166.16,26.66,180.88,144.0,-250.0,353.0,12152,127.29,40.06,116.86,125.0,-254.0,291.0,11855,168.83,38.25,183.53,129.0,-250.0,370.0,11600,194.3,21.88,241.4,111.0,-245.0,359.0,11913,157.87,46.72,161.54,144.0,-250.0,373.0,11835,0.981424662078116
134,200.99,-29.56,273.06,97.0,-179.0,408.0,10823,185.71,-39.34,246.14,100.0,-243.0,370.0,10508,193.25,31.79,217.63,130.0,-167.0,366.0,10792,196.64,12.52,232.56,121.0,-245.0,361.0,10784,198.42,25.65,222.13,139.0,-205.0,365.0,10984,191.3,25.35,225.09,146.0,-241.0,371.0,10822,0.9999076041762912
135,185.72,-7.98,239.7,122.0,-228.0,393.0,11471,178.79,10.93,211.51,130.0,-250.0,359.0,10966,164.22,47.92,163.46,131.0,-253.0,336.0,11007,182.82,39.43,209.47,136.0,-253.0,340.0,11062,192.9,-0.4,250.88,94.0,-180.0,393.0,11227,195.39,-16.22,257.42,107.0,-223.0,371.0,10777,0.93949960770639
136,184.61,-48.1,249.66,77.0,-241.0,345.0,9783,178.8,-84.87,267.65,12.0,-211.0,356.0,9756,166.03,-1.41,202.71,102.0,-247.0,379.0,9850,170.02,-42.81,230.09,90.0,-247.0,361.0,9500,183.1,-85.56,271.44,53.0,-217.0,367.0,9680,179.82,-68.37,257.21,53.0,-249.0,359.0,9734,0.9949913114586528
137,160.95,19.03,178.85,118.0,-239.0,356.0,11160,168.32,-1.43,203.11,136.0,-208.0,357.0,11039,173.76,49.42,182.86,137.0,-167.0,292.0,10640,184.91,27.21,226.25,126.0,-254.0,346.0,11154,167.92,39.72,175.9,128.0,-180.0,337.0,10166,151.61,36.62,150.42,144.0,-219.0,321.0,11018,0.9872759856630824
138,178.11,-5.37,240.77,105.0,-217.0,376.0,10041,165.32,32.78,185.62,129.0,-194.0,354.0,9880,132.83,32.95,126.09,99.0,-240.0,266.0,9395,161.16,31.79,184.23,143.0,-200.0,349.0,9851,185.6,27.86,225.96,125.0,-241.0,341.0,9315,185.75,20.29,235.15,113.0,-148.0,351.0,9766,0.9726122896125884
139,185.38,-32.93,249.31,108.0,-252.0,360.0,9240,185.25,-48.2,248.22,103.0,-246.0,343.0,8908,177.09,30.63,209.81,114.0,-254.0,326.0,8939,190.25,-45.93,261.33,102.0,-251.0,356.0,8662,191.41,-79.08,290.72,46.0,-252.0,374.0,8911,186.7,-1.17,238.31,110.0,-251.0,363.0,8639,0.93495670995671
140,177.4,-55.69,269.05,99.0,-234.0,376.0,12044,157.16,38.98,162.68,157.0,-235.0,355.0,11927,162.05,34.53,179.15,128.0,-241.0,387.0,11463,167.8,20.42,194.88,128.0,-240.0,333.0,11380,188.06,-46.99,262.49,98.0,-241.0,372.0,11416,185.96,-59.43,266.89,77.0,-244.0,385.0,11688,0.9704417137163732
141,201.34,-62.29,301.31,65.0,-233.0,392.0,10250,176.68,47.87,201.17,144.0,-201.0,320.0,10044,187.48,-19.53,248.87,127.0,-237.0,388.0,9923,183.38,4.35,248.61,135.0,-231.0,385.0,9710,193.52,-28.54,275.16,116.0,-240.0,378.0,9682,193.14,-50.81,281.53,91.0,-198.0,394.0,10113,0.9866341463414634
142,179.81,-61.72,278.04,62.0,-230.0,374.0,9773,180.6,-73.01,268.93,103.0,-244.0,374.0,9181,182.56,18.77,222.07,130.0,-237.0,379.0,8892,182.7,-55.98,274.84,97.0,-240.0,394.0,9286,186.64,-94.45,282.61,7.0,-240.0,372.0,8918,179.14,-58.72,269.2,74.0,-194.0,381.0,9607,0.9830144275043488
143,189.58,-24.53,268.71,120.0,-203.0,403.0,11101,191.44,-59.76,280.36,69.0,-242.0,375.0,10671,198.99,11.51,262.71,98.0,-241.0,347.0,10992,194.2,-11.52,263.92,120.0,-241.0,384.0,10585,187.45,1.18,247.2,128.0,-218.0,401.0,11038,193.81,-41.75,272.83,95.0,-201.0,381.0,10555,0.9508152418701018
144,181.05,-26.82,261.0,121.0,-207.0,393.0,13121,176.54,-44.21,255.59,95.0,-233.0,385.0,12646,172.48,42.68,185.86,143.0,-241.0,296.0,13023,177.58,-16.45,256.05,94.0,-238.0,403.0,12887,192.92,-63.95,297.09,50.0,-243.0,404.0,12800,194.24,-37.07,287.75,88.0,-222.0,400.0,12912,0.9840713360262175
145,92.37,-20.96,129.4,112.0,-183.0,395.0,23530,69.45,-27.52,100.4,50.0,-240.0,353.0,28474,190.74,13.52,233.54,117.0,-248.0,384.0,10717,183.15,-34.78,247.8,101.0,-226.0,395.0,11176,195.37,-38.32,267.44,81.0,-241.0,364.0,10842,188.6,-59.95,274.11,97.0,-249.0,378.0,10790,0.4585635359116022
146,47.24,-15.34,68.2,113.0,-234.0,372.0,46244,173.19,-12.55,226.71,108.0,-247.0,362.0,10928,177.07,24.02,212.08,148.0,-194.0,370.0,10392,176.47,-47.61,246.09,115.0,-247.0,373.0,10996,185.02,-46.14,262.76,79.0,-240.0,376.0,11006,187.02,41.44,213.28,144.0,-170.0,379.0,10330,0.2233803304212438
